CONCEPT				POLARITY		INTENSITY
green_bean_flour		positive		0.51
green_bean_powder		positive		0.579
green_bean_soup			positive		0.543
green_chili			positive		0.599
green_packet			positive		0.53
green_tea			positive		0.509
greet				positive		0.58
greeting			positive		0.539
grief				negative		-0.333
grill				positive		0.549
grilled				positive		0.535
grilled_fish			positive		0.601
grilled_fish_paste		positive		0.566
grim				negative		-0.576
groom				negative		-0.584
groomsmanzilla			negative		-0.584
groomzilla			negative		-0.585
groovy				positive		0.533
grouchy				negative		-0.503
ground_chili_paste		positive		0.544
grounded_spice			positive		0.53
groundnut			positive		0.553
group_activity			positive		0.566
grovel				negative		-0.559
grudge				negative		-0.547
grumble				negative		-0.591
grumpy				negative		-0.552
gu_niang			negative		-0.559
gu_poon_si			negative		-0.606
gu_zao_wei			positive		0.549
guai_lan			negative		-0.552
guai_lan_kia			negative		-0.597
guangdong_province		positive		0.56
guangzhou_immigrant		positive		0.501
guanyin_ma			positive		0.558
guarantee			positive		0.507
guaranteed_job_security		positive		0.609
guard				positive		0.544
gudek_putih			positive		0.517
guilty				negative		-0.584
guinness			positive		0.554
guinness_foerign_extra_stout	positive		0.545
gula_masam_manis		positive		0.62
gula_melaka			positive		0.597
gulai_daun_singkong		positive		0.595
gulai_daun_ubi			positive		0.621
gullible			negative		-0.59
gummy_candy			positive		0.6
gungho				positive		0.514
guo_fen				negative		-0.575
guo_tie				positive		0.617
gutless				negative		-0.532
guts				negative		-0.551
guy				positive		0.513
gwai_lou			negative		-0.542
ha_ki_lum_pa			negative		-0.605
ha_lum_pa			negative		-0.606
ha_ni_ah_pa_lum_pa_hor_li_kar	negative		-0.544
habis				negative		-0.225
habitual			negative		-0.482
hacks				positive		0.531
haggard				negative		-0.53
hailat				negative		-0.231
hainanese_chicken_rice		positive		0.556
hainanese_cuisine		positive		0.532
hainanese_pork_chop		positive		0.597
hainanese_steamboat		positive		0.539
hair_loss			negative		-0.626
haish				negative		-0.543
haiyah				negative		-0.598
haiyoh				negative		-0.486
haiyoyo				negative		-0.611
hakka_cuisine			positive		0.61
hakka_yong_tau_fu		positive		0.579
halal				positive		0.586
half-baked			negative		-0.527
half-boiled_egg			positive		0.61
half_ball			negative		-0.235
half_hearted			negative		-0.55
half_past_six			negative		-0.58
ham_bin				negative		-0.518
hamburger			positive		0.532
hami_melon			positive		0.569
hammer				negative		-0.633
hamz				positive		0.58
han_na				negative		-0.561
han_tse				negative		-0.576
hancai				positive		0.58
hand-made			positive		0.541
hand-woven_fabric		positive		0.593
hand_itchy			negative		-0.554
handicap			negative		-0.591
handmade_noodles		positive		0.528
handsome			positive		0.529
handsomelicious			positive		0.596
hang_out			positive		0.575
hang_zheng_pai			positive		0.564
hangry				negative		-0.511
hanky_panky			negative		-0.555
hao_chi				positive		0.548
hao_he				positive		0.484
hao_lian			negative		-0.607
hao_lum_bin			negative		-0.539
hao_ren				positive		0.492
hapak				negative		-0.593
haphazard			negative		-0.612
hapless				negative		-0.557
happening			positive		0.592
happy				positive		0.555
happy_like_bird			positive		0.586
haprak				negative		-0.547
hapz				positive		0.592
har_cheong_gai			positive		0.565
har_gau				positive		0.582
har_lok				positive		0.572
haram				negative		-0.576
harass				negative		-0.548
harassment			negative		-0.619
hard				negative		-0.565
hard-boiled_egg			positive		0.629
hard_labor			negative		-0.566
hard_sausage			positive		0.551
hard_shell_crab			positive		0.605
hard_up				negative		-0.585
hard_work			negative		-0.589
hardcore			negative		-0.227
hardship			negative		-0.58
hardworking			positive		0.645
hari_raya			positive		0.583
hari_raya_aidiladha		positive		0.571
hari_raya_aidilfitri		positive		0.596
hari_raya_haji			positive		0.573
hari_raya_puasa			positive		0.549
harmless			positive		0.495
harmonizing_voices		positive		0.652
harnoh				negative		-0.527
harsh				negative		-0.585
harsh_treatment			negative		-0.5
hashima				positive		0.495
haste				negative		-0.622
hasten				negative		-0.569
hasty				negative		-0.517
hasut				negative		-0.568
hate				negative		-0.517
hate_sunlight			negative		-0.537
hateful				negative		-0.595
hati_batu			negative		-0.628
hati_berat			negative		-0.565
hati_busuk			negative		-0.556
hati_cair			positive		0.487
hati_panas			negative		-0.562
hatred				negative		-0.55
haughty				negative		-0.581
have_contact			positive		0.516
have_control			positive		0.598
have_fun			positive		0.566
havoc				negative		-0.62
haw_flakes			positive		0.552
hawker_center			positive		0.529
hawker_centre			positive		0.636
hawthorn_sweet			positive		0.605
hay_bee				positive		0.527
hay_bee_hiam			positive		0.622
hay_cho				positive		0.508
hay_ko				positive		0.559
hay_mee				positive		0.554
hay_wiring			negative		-0.555
haywire				negative		-0.609
haywiring_all_over_the_shop	negative		-0.55
hazing				negative		-0.567
hdb_flat			positive		0.536
he_kiao				positive		0.544
headache			negative		-0.566
headbutt			negative		-0.614
headgear			positive		0.597
headscarf			positive		0.593
healthy				positive		0.584
hean_toh			negative		-0.478
hearing_impaired		negative		-0.616
heart-shaped			positive		0.494
heart_cair			positive		0.655
heart_pain			negative		-0.614
heartbroken			negative		-0.587
heartlander			positive		0.566
heartless			negative		-0.547
hearty				positive		0.618
heating_property		negative		-0.498
heaty				negative		-0.498
heaven				positive		0.54
heavy_hearted			negative		-0.565
heavy_metal			negative		-0.597
heavy_rain			negative		-0.545
heavy_workload			negative		-0.611
heck_care			negative		-0.579
hectic				negative		-0.583
hee_peow			positive		0.609
heh_heh_chuan			negative		-0.54
hei_bai				positive		0.653
hei_she_hui			negative		-0.52
heinous				negative		-0.564
helication			negative		-0.476
helicopter			negative		-0.557
hell				negative		-0.595
hell_money			negative		-0.538
hellish				negative		-0.476
hello				positive		0.539
help				negative		-0.478
help_needy			positive		0.571
help_one_another		positive		0.589
helper				negative		-0.605
helpess				negative		-0.535
helpful				positive		0.553
helpless			negative		-0.648
hen_hao				positive		0.508
heng				positive		0.604
heng_chu			positive		0.477
heng_kao_kan			negative		-0.556
heng_suay			negative		-0.496
henpecked_husband		negative		-0.555
hensem				positive		0.529
hentak				negative		-0.54
hentak_kaki			negative		-0.537
hentak_kaki_cepat_hentak	negative		-0.578
hentak_leg			negative		-0.555
hentam				negative		-0.588
hentam_bola			positive		0.554
heong				negative		-0.6
heong_siu			positive		0.562
herb				positive		0.602
herbal_egg			positive		0.513
herbal_soup			positive		0.612
hero				negative		-0.511
heroin				negative		-0.625
hesitant			negative		-0.569
hesitate			negative		-0.609
hey				positive		0.491
hey_sho				positive		0.59
hiam				negative		-0.529
hiam_fnb			positive		0.592
hiao				negative		-0.558
hiao_lay_lay			negative		-0.615
hiao_mi				negative		-0.555
hiau_lok			negative		-0.582
hidden_intention		negative		-0.552
hidden_surprise			positive		0.58
hide				negative		-0.584
hide_away			negative		-0.621
hide_face			negative		-0.621
hide_muka			negative		-0.597
hide_truth			negative		-0.538
hideous				negative		-0.542
hidung_tinggi			negative		-0.606
high-class			positive		0.556
high-maintenance		negative		-0.533
high-spirited			positive		0.601
high_expectation		negative		-0.569
high_flyer			negative		-0.542
high_heat			positive		0.613
high_level			positive		0.511
high_living_cost		negative		-0.53
high_maintenance		negative		-0.537
high_profile			positive		0.502
high_risk			negative		-0.226
high_roller			negative		-0.227
high_salary			positive		0.652
high_standard			negative		-0.627
high_tea			positive		0.592
high_temperature		negative		-0.575
highbrow			positive		0.589
highly_regarded			positive		0.652
hijab				positive		0.593
hijabista			positive		0.587
hilang				negative		-0.541
hilang_akal			negative		-0.522
hillarious			positive		0.532
himbo				negative		-0.54
hinder				negative		-0.577
hindu_festival			positive		0.563
hindu_pariah			negative		-0.58
hip				positive		0.631
hip_siong			positive		0.559
hiro				positive		0.519
hiro_choc_cake			positive		0.575
hiro_chocolate_cake		positive		0.52
hisap_dadah			negative		-0.503
hisap_ganja			negative		-0.586
hit				negative		-0.517
hit_aeroplane			positive		0.549
hit_and_run			negative		-0.528
hit_or_miss			negative		-0.496
hit_target			positive		0.505
hit_with_slippers		negative		-0.572
hitch_ride			positive		0.594
hitto				positive		0.595
hmmm_zai			negative		-0.509
ho_gai_siao			negative		-0.593
ho_hia_tee			negative		-0.571
ho_jiak				positive		0.548
ho_jiak_ho_koon			positive		0.574
ho_kua				positive		0.56
ho_lang_kan			negative		-0.589
ho_lim				positive		0.484
ho_say				positive		0.635
ho_thia				positive		0.596
hoaxer				negative		-0.552
hock_kee			positive		0.578
hodoh				negative		-0.496
hoi_sin_sauce			positive		0.51
hojjiber			negative		-0.565
hokkien_char_mee		positive		0.509
hokkien_cuisine			positive		0.49
hokkien_fried_mee		positive		0.49
hokkien_hae_mee			positive		0.6
hokkien_mee			positive		0.58
hokkien_peng			negative		-0.631
hold_back			negative		-0.239
holistic_education		positive		0.565
holland				negative		-0.55
hollow_bamboo_tube		positive		0.593
holy_day			positive		0.552
holy_month			positive		0.554
home				positive		0.619
home-made			positive		0.612
homewrecker			negative		-0.49
homo				negative		-0.61
homosexual			negative		-0.576
homosexual_female		negative		-0.599
homosexual_male			negative		-0.53
hong_bao			positive		0.578
hong_kan			negative		-0.599
hong_kong_foot			negative		-0.564
hongster			negative		-0.562
honk				negative		-0.575
honor				positive		0.555
honorific			positive		0.586
hooligan			negative		-0.633
hoot				negative		-0.658
hop				negative		-0.216
hopeful				positive		0.607
hopefully			positive		0.569
hopeless			negative		-0.63
hopeless_case			negative		-0.604
hopscotch			positive		0.606
hor_fun				positive		0.634
hor_gui_kan			negative		-0.615
hor_kau_kan			negative		-0.528
hor_liao			positive		0.554
hor_mia				positive		0.578
hor_miah			positive		0.482
horlan				negative		-0.595
horlicks			positive		0.632
horlicks_cino			positive		0.48
horlicks_dinosaur		positive		0.553
horlicks_godzilla		positive		0.623
horlicks_peng			positive		0.588
horlicks_powder			positive		0.553
horlicks_sio			positive		0.575
horlicks_soya_bean		positive		0.59
horlicks_soya_bean_milk		positive		0.612
hormat				positive		0.583
hormat_senjata			positive		0.535
horn				negative		-0.575
horny				negative		-0.648
horrible			negative		-0.565
horrigible			negative		-0.543
horseplay			negative		-0.567
hospitality			positive		0.536
hostile				negative		-0.513
hostility			negative		-0.475
hot				negative		-0.575
hot_beverage			positive		0.566
hot_dessert			positive		0.505
hot_die_me			negative		-0.54
hot_pot				positive		0.566
hot_water			positive		0.589
hot_weather			negative		-0.54
hotdog				positive		0.534
hotdog-shaped			positive		0.6
hotdog_prata			positive		0.56
hotel_81			negative		-0.531
hotpot				positive		0.539
hou_sek				positive		0.566
hougang_chalet			negative		-0.523
house_visitation		positive		0.611
housewife			positive		0.592
housing_project			positive		0.495
how_can				negative		-0.214
how_liddat			negative		-0.223
how_like_that			negative		-0.247
how_now				negative		-0.254
how_seow			negative		-0.616
hua_hee				positive		0.555
hua_hee_tio_ho			positive		0.551
hua_tiau_chiew			positive		0.611
huan_a				negative		-0.627
huat				positive		0.486
huat_ah				positive		0.557
huat_chye			positive		0.537
huat_kueh			positive		0.536
huat_sio			negative		-0.578
huatderful			positive		0.491
hubby				positive		0.536
hudsons				positive		0.557
hug				positive		0.546
huge_appetite			positive		0.61
huha				negative		-0.508
hui_sei				negative		-0.628
huli_jing			negative		-0.64
hum_chim_peng			positive		0.571
hum_ji				negative		-0.619
hum_kar_chan			negative		-0.55
hum_kar_ling			negative		-0.532
hum_sup				negative		-0.639
hum_sup_lou			negative		-0.623
humble				positive		0.619
humid				negative		-0.54
humiliate			negative		-0.486
humiliated			negative		-0.563
humiliating			negative		-0.568
humility			negative		-0.534
humorous			positive		0.495
hungry				negative		-0.511
hungry_ghost_festival		negative		-0.56
hurry				negative		-0.599
hurry_up			negative		-0.569
hurt				negative		-0.646
hurtful				negative		-0.52
hurtful_comment			negative		-0.547
husband				positive		0.553
hutang				negative		-0.534
hutang_keliling_pinggang	negative		-0.599
hydrating			positive		0.495
hype				positive		0.566
hyper				positive		0.566
hyperactive			negative		-0.497
hyperlink			positive		0.578
hypocrite			negative		-0.573
hypokrit			negative		-0.568
i_told_you_so			negative		-0.516
ice_and_water			positive		0.534
ice_cream			positive		0.623
ice_cream_ah_pek		positive		0.561
ice_cream_bar			positive		0.604
ice_cream_bread			positive		0.526
ice_cream_prata			positive		0.549
ice_cream_sandwich		positive		0.584
ice_cream_uncle			positive		0.545
ice_cream_unker			positive		0.617
ice_jelly			positive		0.476
ice_kacang			positive		0.522
ice_kosong			positive		0.655
ice_lolly			positive		0.57
ice_red_bean_corn		positive		0.477
ice_soursop			positive		0.553
iceball				positive		0.659
iced_gem			positive		0.544
iced_water			positive		0.655
icing_sugar			positive		0.528
ideal_partner			positive		0.582
identity			positive		0.509
identity_card			positive		0.559
idiappam			positive		0.545
idiot				negative		-0.539
idiotic				negative		-0.553
idle				negative		-0.561
idle_king			negative		-0.544
idle_queen			negative		-0.557
if_cock_can_talk_chee_bye_can_kah_pager	negative		-0.544
ignorant			negative		-0.549
ignore				positive		0.572
ignore_advice			negative		-0.597
ignore_call			negative		-0.514
ignore_comment			negative		-0.561
ignore_consequences		positive		0.587
